"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"299905","Official entrance age to primary education (years)","MYS","Malaysia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MYS","Malaysia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MYS","Malaysia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MYS","Malaysia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MYS","Malaysia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2016","2016",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2017","2017",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2018","2018",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2019","2019",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2020","2020",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2021","2021",6,,
"299905","Official entrance age to primary education (years)","KOR","Republic of Korea","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SSD","South Sudan","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2016","2016",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2017","2017",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2018","2018",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2019","2019",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2020","2020",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2021","2021",5,,
"299905","Official entrance age to primary education (years)","TKL","Tokelau","2022","2022",5,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BRA","Brazil","2022","2022",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2016","2016",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2017","2017",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2018","2018",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2019","2019",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2020","2020",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2021","2021",6,,
"299905","Official entrance age to primary education (years)","PER","Peru","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2016","2016",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2017","2017",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2018","2018",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2019","2019",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2020","2020",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2021","2021",6,,
"299905","Official entrance age to primary education (years)","TUV","Tuvalu","2022","2022",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2016","2016",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2017","2017",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2018","2018",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2019","2019",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2020","2020",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2021","2021",6,,
"299905","Official entrance age to primary education (years)","COG","Congo","2022","2022",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2016","2016",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2017","2017",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2018","2018",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2019","2019",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2020","2020",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2021","2021",6,,
"299905","Official entrance age to primary education (years)","CIV","Côte d'Ivoire","2022","2022",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BOL","Bolivia (Plurinational State of)","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2016","2016",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","TUN","Tunisia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2016","2016",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MNG","Mongolia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","PYF","French Polynesia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2016","2016",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2017","2017",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2018","2018",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2019","2019",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2020","2020",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2021","2021",6,,
"299905","Official entrance age to primary education (years)","MOZ","Mozambique","2022","2022",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2016","2016",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2017","2017",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2018","2018",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2019","2019",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2020","2020",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2021","2021",6,,
"299905","Official entrance age to primary education (years)","LBY","Libya","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2016","2016",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2017","2017",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2018","2018",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2019","2019",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2020","2020",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2021","2021",7,,
"299905","Official entrance age to primary education (years)","SRB","Serbia","2022","2022",7,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SOM","Somalia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2016","2016",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2017","2017",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2018","2018",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2019","2019",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2020","2020",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2021","2021",6,,
"299905","Official entrance age to primary education (years)","CHN","China","2022","2022",6,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2016","2016",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2017","2017",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2018","2018",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2019","2019",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2020","2020",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2021","2021",7,,
"299905","Official entrance age to primary education (years)","IDN","Indonesia","2022","2022",7,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BEN","Benin","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2016","2016",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2017","2017",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2018","2018",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2019","2019",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2020","2020",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2021","2021",6,,
"299905","Official entrance age to primary education (years)","GRC","Greece","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SGP","Singapore","2022","2022",6,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2017","2017",5,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2018","2018",5,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2019","2019",5,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2020","2020",5,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2021","2021",5,,
"299905","Official entrance age to primary education (years)","FLK","Falkland Islands (Malvinas)","2022","2022",5,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2016","2016",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2017","2017",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2018","2018",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2019","2019",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2020","2020",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2021","2021",6,,
"299905","Official entrance age to primary education (years)","THA","Thailand","2022","2022",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2016","2016",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2017","2017",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2018","2018",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2019","2019",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2020","2020",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2021","2021",6,,
"299905","Official entrance age to primary education (years)","TCD","Chad","2022","2022",6,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2016","2016",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2017","2017",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2018","2018",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2019","2019",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2020","2020",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2021","2021",5,,
"299905","Official entrance age to primary education (years)","NFK","Norfolk Island","2022","2022",5,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2016","2016",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2017","2017",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2018","2018",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2019","2019",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2020","2020",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2021","2021",6,,
"299905","Official entrance age to primary education (years)","OMN","Oman","2022","2022",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BLR","Belarus","2022","2022",6,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2016","2016",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2017","2017",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2018","2018",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2019","2019",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2020","2020",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2021","2021",7,,
"299905","Official entrance age to primary education (years)","EST","Estonia","2022","2022",7,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2016","2016",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2017","2017",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2018","2018",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2019","2019",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2020","2020",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2021","2021",5,,
"299905","Official entrance age to primary education (years)","VCT","Saint Vincent and the Grenadines","2022","2022",5,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2016","2016",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2017","2017",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2018","2018",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2019","2019",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2020","2020",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2021","2021",6,,
"299905","Official entrance age to primary education (years)","CPV","Cabo Verde","2022","2022",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2016","2016",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2017","2017",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2018","2018",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2019","2019",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2020","2020",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2021","2021",6,,
"299905","Official entrance age to primary education (years)","ABW","Aruba","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2016","2016",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2017","2017",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2018","2018",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2019","2019",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2020","2020",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2021","2021",6,,
"299905","Official entrance age to primary education (years)","GUY","Guyana","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2016","2016",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2017","2017",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2018","2018",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2019","2019",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2020","2020",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2021","2021",7,,
"299905","Official entrance age to primary education (years)","SLV","El Salvador","2022","2022",7,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2016","2016",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2017","2017",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2018","2018",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2019","2019",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2020","2020",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2021","2021",6,,
"299905","Official entrance age to primary education (years)","YEM","Yemen","2022","2022",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2016","2016",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2017","2017",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2018","2018",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2019","2019",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2020","2020",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2021","2021",6,,
"299905","Official entrance age to primary education (years)","CAN","Canada","2022","2022",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2016","2016",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2017","2017",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2018","2018",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2019","2019",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2020","2020",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2021","2021",6,,
"299905","Official entrance age to primary education (years)","PAN","Panama","2022","2022",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2016","2016",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2017","2017",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2018","2018",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2019","2019",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2020","2020",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2021","2021",6,,
"299905","Official entrance age to primary education (years)","FSM","Micronesia (Federated States of)","2022","2022",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2016","2016",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2017","2017",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2018","2018",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2019","2019",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2020","2020",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2021","2021",6,,
"299905","Official entrance age to primary education (years)","SVK","Slovakia","2022","2022",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2016","2016",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2017","2017",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2018","2018",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2019","2019",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2020","2020",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2021","2021",6,,
"299905","Official entrance age to primary education (years)","STP","Sao Tome and Principe","2022","2022",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2016","2016",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2017","2017",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2018","2018",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2019","2019",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2020","2020",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2021","2021",6,,
"299905","Official entrance age to primary education (years)","BHR","Bahrain","2022","2022",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2016","2016",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2017","2017",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2018","2018",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2019","2019",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2020","2020",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2021","2021",6,,
"299905","Official entrance age to primary education (years)","VNM","Viet Nam","2022","2022",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2016","2016",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2017","2017",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2018","2018",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2019","2019",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2020","2020",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2021","2021",6,,
"299905","Official entrance age to primary education (years)","DOM","Dominican Republic","2022","2022",6,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2016","2016",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2017","2017",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2018","2018",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2019","2019",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2020","2020",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2021","2021",7,,
"299905","Official entrance age to primary education (years)","GTM","Guatemala","2022","2022",7,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2016","2016",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2017","2017",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2018","2018",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2019","2019",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2020","2020",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2021","2021",6,,
"299905","Official entrance age to primary education (years)","LBN","Lebanon","2022","2022",6,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2016","2016",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2017","2017",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2018","2018",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2019","2019",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2020","2020",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2021","2021",7,,
"299905","Official entrance age to primary education (years)","CHE","Switzerland","2022","2022",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2016","2016",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2017","2017",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2018","2018",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2019","2019",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2020","2020",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2021","2021",7,,
"299905","Official entrance age to primary education (years)","FIN","Finland","2022","2022",7,,
"299905","Official entrance age to primary education (years)","KGZ","Kyrgyzstan","2016","2016",7,,
